domain,url,for_sale,buy_now_price,all_prices_usd,summary
m.cr,https://m.cr/,False,NONE,,The website's content cannot be displayed.
m.dm,https://m.dm/,False,NONE,,An application error page indicating a server-side issue.
l.mw,http://l.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 10800, 500000, 6800000, 1500000, 350000, 60000, 50000, 123, 108000, 177000, 88580, 18000, 4800, 204, 53, 80, 20, 58.85, 59000, 400000, 19800, 8200, 30000, 150000, 12880, 78000, 3960, 2600, 8900, 4880, 22880, 52880, 350000, 60000, 6800000, 1500000",A marketplace listing ultra-short and one-letter domain names for sale.
l.pn,http://l.pn,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 11000, 110000, 1750, 123, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 49000, 110000, 50, 50000, 204, 500000, 500, 177000, 53, 88580, 20, 18000, 80, 12000, 80, 16800, 16800, 20, 4800, 20, 400000, 100, 19800, 80, 8200, 53, 100000, 120, 30000, 48, 100000, 48, 150000, 48, 100000, 48, 50000, 48, 12880, 53, 12880, 60, 12880, 60, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace listing for one- and few-character domain names for sale.
m.ee,https://m.ee/tal/,False,NONE,,A page on the Estonian domain m.ee at /tal/.
m.fm,https://m.fm,False,NONE,,"A personal site for Frank Michlick showcasing expertise in technology, business, policy, and domain/Internet services."
m.dk,https://m.dk,False,NONE,7,A Copenhagen Metro information and travel-guide site.
m.et,https://namerie.com/?utm_source=m.et,True,NONE,,"Namerie is a domain name service offering collectible, historical, and brandable domain names."
m.gg,https://m.gg,False,NONE,,"A URL shortener and link management platform offering dynamic links, QR codes, bio pages, and analytics."
m.gp,https://m.gp/,True,NONE,,The domain m.gp is offered for sale.
m.hm,http://m.hm/,True,NONE,,The domain m.hm is for sale with no price listed.
m.ht,https://m.ht/,False,NONE,,m.ht is a domain name.
m.io,https://m.io,False,NONE,,"Mio provides cross-platform collaboration interoperability, enabling chat and file syncing across Google Workspace, Microsoft 365, and Slack."
m.hn,http://m.hn/,True,NONE,,m.hn is a parked domain offered for sale with contact information.
m.gd,https://m.gd,True,8888,"8888, 8888, 636.97, 1650, 3500",Premium domain marketplace listing for the m.gd domain with buy-it-now and lease-to-own options.
l.ws,http://l.ws/,False,NONE,,"Homepage for the domain website.ws, branding itself as 'Your Internet Address For Life'."
m.ky,https://m.ky/lander,True,NONE,,The domain m.ky is a parked domain offered for sale.
m.is,https://m.is/ordabok,False,NONE,,An online Icelandic language dictionary and educational resource produced by the Árni Magnússon Institute for Icelandic Studies.
m.ke,https://sedo.com/search/details/?partnerid=324561&language=us&domain=m.ke&origin=sales_lander_15&utm_medium=Parking&utm_campaign=offerpage,True,270000,270000,"The domain m.ke is for sale with a Buy Now price of about $270,000."
l.ps,https://www.next.co.uk/lipsy,False,NONE,,"An error page on Next.co.uk, the UK fashion and homeware retailer."
m.ly,https://m.ly,False,NONE,,A page promoting the $MOLLY meme cryptocurrency with tokenomics and liquidity features.
m.me,https://www.messenger.com/,False,NONE,,A messaging platform to connect with Facebook friends and family and have meaningful conversations.
m.mr,https://www.huweiming.cn/2020/12/65.html,True,NONE,,"A personal site listing domain names for sale, including m.mr, with contact email."
m.mp,https://m.mp/,False,NONE,,A URL shortening service for individuals and businesses.
m.my,https://m.my,False,NONE,,An out-of-home advertising agency providing large-format billboards and DOOH campaigns in Malaysia and Singapore.
m.nf,https://m.nf,False,NONE,,Global B2B manufacturing components marketplace connecting buyers with verified manufacturers.
m.nu,https://m.nu,True,NONE,"439.76, 455.91, 23.66, 36.01, 113.53, 123.41, 28.41, 37.91, 56.91, 332.03, 379.05, 75.91, 90.16, 1.14",A Swedish online shop offering home automation and smart home products.
l.sb,http://l.sb,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 8900, 49000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 3780, 3780, 3780, 3780, 3780, 3780, 4644, 10800, 108000, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 52880, 12880, 59000, 30000, 100000, 150000, 100000, 50000, 12880, 78000, 3960, 2600, 4880, 8900, 8900, 8900, 8900, 8900, 3780, 3780, 3780, 3780, 3780, 3780, 4644, 10800, 108000",A marketplace listing one-letter and other short domain names for sale with prices in USD and EUR.
m.gt,http://m.gt,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 6800000, 1500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 60000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 60000, 100000, 25000, 500000, 177000, 88580, 18000, 16800, 4800, 400000, 19800, 8200, 30000, 150000, 50000, 59000, 12880, 78000, 3960, 2600, 4880, 8900, 204, 50, 53, 20, 58.85, 27.16, 59",A marketplace offering sale of 1-character and other short internet domain names.
m.pr,https://www.gritbrokerage.com/inquiry,True,NONE,,A domain brokerage site offering domains for sale via inquiry (price upon request).
m.pl,https://www.facebook.com/gronostajski,False,NONE,,Facebook profile page for Arcadio Armiño.
m.sh,https://m.sh/,False,NONE,,The Mesh is a website or domain named The Mesh.
m.sc,https://m.sc/,True,NONE,,A domain-for-sale landing page for m.sc.
m.sb,https://u.sb/,False,NONE,,A Chinese-language tech blog with tutorials on Debian and other Linux topics.
m.sl,https://m.sl/,False,NONE,,"A page listing MSL's social media links (Facebook, Twitter, Instagram, YouTube, email)."
m.sg,http://m.sg/index.php?check_cookie=true,False,NONE,,"A Singapore domain name, m.sg."
m.ro,https://m.ro,False,NONE,,"Mediafax Group is a Romanian business news platform providing real-time economic news, analyses, and data for business professionals."
m.td,http://m.td/,False,NONE,,A basic success page indicating a new web server is ready to use.
m.st,http://m.st/,False,NONE,,Coming Soon placeholder page for a registered .st domain.
m.kg,http://m.kg,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 7700, 12000, 100000, 11000, 1750, 80, 8900, 59, 49000, 177000, 88580, 18000, 12000, 110000, 50000, 400000, 19800, 8200, 30000, 150000, 50000, 500000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 22880, 52880, 12880, 12880, 78000, 3960, 2600, 4880, 8900, 8900, 8900, 110000, 50, 27.16, 53, 20, 204, 120, 84, 100, 110000, 500000, 110000, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 4730, 22880, 52880, 4730, 3850, 3850, 110000, 78000",A marketplace listing short to one-character internet domain names for sale with multiple USD/EUR price points.
m.tl,https://m.tl,False,NONE,100000,Metal Pay is a cryptocurrency exchange and payments platform offering buy/sell crypto and on-ramp services.
m.sv,https://domgator.com/m-sv,False,NONE,,A website currently showing a 503 Service Unavailable error.
m.tt,https://m.tt,False,NONE,,"A detailed overview and evaluation of Energy Filament Theory (EFT), a proposed unifying framework in physics."
n.af,https://n.af/,False,NONE,,Default Nginx welcome page indicating a running web server.
m.tm,http://m.tm/,False,NONE,,A landing page promoting the premium domain name m.tm.
n.am,https://n.am/,False,NONE,,This appears to be the contact form page for the domain n.am.
n.ai,http://n.ai,True,NONE,,"n.ai is a premium domain name for sale on DN.com, a domain trading platform."
n.ac,http://n.ac/,False,NONE,,Official NIC.AC page promoting the .ac domain.
m.mk,http://m.mk,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 59, 49000, 18000, 12000, 16800, 20, 4800, 400000, 100, 19800, 8200, 53, 177000, 88580, 30000, 50000, 110000, 11000, 78000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 1700000, 6800000, 1500000, 204, 500, 78000, 204, 80, 110000, 11000, 60000, 12880",A marketplace listing 1-letter and other short domain names for sale.
n.bw,http://n.bw/,False,NONE,,N.BW is the beta of the shortest free URL shortener by AviFox.
n.cl,http://n.cl/,False,NONE,,A default hosting account confirmation page.
n.bo,https://n.bo/,False,NONE,,Obfuscated fragments that resemble domain parts with no clear sale information.
m.ua,https://m.ua,False,NONE,"1213.64, 1829.56, 94.58, 75.32, 564.38, 360.14, 123.29, 358.9, 415.89, 239.97, 815.04, 810.38",Magazilla is a price comparison catalog for electronics and home goods in Ukraine.
n.at,https://www.neckermann.at/?utm_source=(direct)&utm_medium=referral&utm_campaign=URL_www_n.at_link,False,NONE,"230.95, 208.95, 208.95, 197.95, 285.95, 263.95, 197.95, 186.95","An Austrian German-language online shop (Neckermann.at) offering fashion, home goods, and tech products."
n.cr,http://n.cr,False,NONE,,"Touch Screens, Inc. is a supplier of touch screen and POS equipment."
n.cv,https://n.cv/#user/login,False,NONE,,Login page for NCV powered by Kodbox file management software.
n.cn,https://www.n.cn/,False,NONE,,A website/domain named Nano AI.
n.cx,https://netclix.com/?utm_source=n.cx&utm_medium=domain&utm_campaign=redirect,False,NONE,,A coming soon page for Netclix indicating an upcoming project.
n.ee,https://n.ee/,False,NONE,,A 404 Not Found error page indicating the requested link is no longer available.
m.to,http://m.to/,False,NONE,,Mobile-only directory of Hope Moon sites; PC access is not supported.
n.de,http://n.de,False,NONE,,"OSN Online Service Nürnberg GmbH is a professional Internet Service Provider offering hosting, domain services, Internet access, VPN, and data center/outsourcing solutions."
n.gd,https://n.gd/,True,NONE,,A site listing domains for sale.
n.cz,https://n.cz,False,NONE,,An independent Czech daily news website.
m.ws,http://m.ws/,False,NONE,,Website.ws provides lifetime internet addresses.
n.gt,https://n.gt/cgi-sys/defaultwebpage.cgi,False,NONE,,Default hosting page indicating DNS/server misconfiguration for the domain.
n.dk,https://n.dk,False,NONE,,A Danish youth-focused 2D avatar-based chat platform named Højhuset.
n.fm,http://n.fm,True,NONE,,A domain-name marketplace offering domains for sale via Sedo escrow.
n.gp,https://website.org/404?domain=n.gp,False,NONE,,n.gp is offered by Website.org as a free domain for creating a website.
n.hm,http://n.hm/,False,NONE,,A domain offering a personalized creative mailbox at ab.cd.
n.ht,https://n.ht/,False,NONE,,"NHT is a Discourse-based technology community focused on nodes, hosting, and related news."
n.gl,http://n.gl/,False,NONE,,The Government of Greenland.
n.hn,https://www.nihon.com/password,False,NONE,,A password-protected e-commerce site currently not accepting orders and planning to reopen in 2026.
n.ls,https://n.ls/,False,NONE,,A minimal placeholder landing page for the domain n.ls.
n.ie,https://www.n.ie/,True,NONE,"27500, 2750",Premium single-letter .ie domain n.ie offered for sale by DomainSmiths Limited.
n.me,https://n.me,False,NONE,,A branding and domain-name generator offering free AI-powered ideas for personal/brand names and information about .ME domains.
n.mr,https://n.mr/,False,NONE,,It appears to be a domain name for VMall with variants DOM VMall and DOMLess VMall.
n.ms,https://n.ms/,False,NONE,,A 404 error page indicating the requested link is no longer available.
n.my,https://n.my/,False,NONE,,Malaysian .n.my domain name registration service offered by NEWPAGES.
m.pn,http://m.pn,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 80, 123, 8900, 59, 49000, 204, 177000, 53, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 100, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 4880, 8900, 8900, 8900, 8900, 59000, 3500, 3850, 4730, 7700, 110000",A marketplace listing selling 1-letter and other short internet domain names.
n.nf,https://n.nf/,True,NONE,,Premium domain n.nf is for sale with related domains available and offers invited by email.
m.fr,http://m.fr,False,NONE,,"The website is for Forvis Mazars, a global audit, tax and consulting firm."
n.nu,https://n.nu,False,NONE,"0, 89",N.nu is a website builder service offering a free trial and an $89/year plan.
n.ar,http://n.ar,False,NONE,0,"A domain parking/landing page advertising hosting, domain services, and encrypted email."
n.rw,https://n.rw/,True,NONE,,The domain n.rw is for sale.
n.sl,https://n.sl,False,NONE,"0, 2.99","N.SL is a platform offering branded short links, bio pages, and analytics as a Bitly/Linktree alternative."
n.ro,https://n.ro,False,NONE,7609,News.ro is a Romanian online news portal providing up-to-date news coverage.
n.sh,https://n.sh/,False,NONE,,n.sh is a domain owned by nik.io that promotes single-letter ccTLDs.
n.kg,https://restoran.kg/,False,NONE,,restoran.kg is a restaurant website currently under reconstruction.
n.st,https://n.st/,False,NONE,,A domain management and URL shortening service using your own custom domain.
n.td,https://n.td/,False,NONE,,A password-protected note-taking interface.
n.tl,https://n.tl/,False,NONE,,A domain name: n.tl.
n.sv,https://domgator.com/n-sv,False,NONE,,"A website showing a 503 Service Unavailable error, indicating it's temporarily down."
n.tt,https://n.tt/,False,NONE,,A generic 404 Not Found page indicating the requested link is unavailable.
n.sk,https://n.sk,False,NONE,"759000, 261800, 583, 759000","A modern Slovak real estate company offering property sales, rentals, and related services."
n.uy,https://n.uy/,False,NONE,,A website displaying a 509 bandwidth limit exceeded error page.
n.vg,https://n.vg,False,NONE,,"A repository of free retro software, emulation tools, and classic games."
n.vu,https://n.vu/,False,NONE,,This is the domain name n.vu.
n.tv,https://n.tv/,False,NONE,,A minimal page for the n.tv domain showing copyright and privacy policy.
n.mk,http://n.mk,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 10900, 6800000, 1500000, 350000, 60000, 109000, 49000, 177000, 88580, 18000, 12000, 78000, 123, 8900, 8900, 8900, 8900, 8900, 50000, 500000, 177000, 1750, 53, 80, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 27.16, 27.16, 27.16, 27.16, 27.16, 27.16, 27.16, 27.16, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 109000, 6800000, 1500000, 350000, 60000, 12880, 12880, 12880, 12880, 12880, 59000, 3815, 3815, 3815, 3815, 3815, 3815, 4687, 3815, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000",A marketplace page advertising ultra-short domain names (1-letter and similar) for sale.
